width
10	0.546259
20	0.422986
30	0.35153
40	0.311819
50	0.280102
60	0.257907
70	0.242592
80	0.227902
90	0.215716
100	0.205059
110	0.195753
120	0.189077
130	0.181853
140	0.175054
150	0.169064
160	0.164964
170	0.160119
180	0.155632
190	0.151906
200	0.147805
210	0.14488
220	0.141815
230	0.138427
240	0.136455
250	0.133515
