width
10	0.56125
20	0.420219
30	0.359065
40	0.318442
50	0.286064
60	0.265506
70	0.250199
80	0.232987
90	0.222417
100	0.209934
110	0.201714
120	0.193135
130	0.185343
140	0.180118
150	0.173069
160	0.168163
170	0.163452
180	0.159259
190	0.155382
200	0.151794
210	0.147884
220	0.144772
230	0.141867
240	0.139461
250	0.136597
